TP,TC,PC,USERNAME,FILENAME,BIRTHYR,SEX,EDLEVEL,MATLANG,TESTDAY,TESTL,REFTEXT,FEEDB,PROTNOTE,PERSNOTE,NLR,NLF,NLX,BLR,BLF,BLX,FORMLR,FORMLF,FORMLX,NAR,NAF,NAX,MIPR,MIPF,MIPX,OR1R,OR1F,OR1X,OR2R,OR2F,OR2X,OR3R,OR3F,OR3X,OR4R,OR4F,OR4X,OR5R,OR5F,OR5X,S2DR,S2DF,S2DX,S3DR,S3DF,S3DX,PSIF1M,PSIF1F,PBOK1M,PBOK1F,PFIG1M,PFIG1F,BLFRR,SKPSM,SKPSF,SKPBM,SKPBF,SKPFM,SKPFF,SKLJR,SKLJF,MINNAR,MINNAF,MINNAX,ASSR,OFR,OFF,DNLR,DNLF,DNLX,DNLT,DBLR,DBLF,DBLX,DBLT,DFORMLR,DFORMLF,DFORMLX,DFORMLT,DNAR,DNAF,DNAX,DMIPR,DMIPF,DMIPX,DORE1R,DORE1F,DORE1X,DOR1R,DOR1F,DOR1X,DOR2R,DOR2F,DOR2X,DOR3R,DOR3F,DOR3X,DOR4R,DOR4F,DOR4X,DOR5R,DOR5F,DOR5X,DS2DR,DS2DF,DS2DX,DS3DR,DS3DF,DS3DX,DPSIF1M,DPSIF1F,DPBOK1M,DPBOK1F,DPFIG1M,DPFIG1F,DBLFRR,DSKPS1M,DSKPS1F,DSKPS2M,DSKPS2F,DSKPB1M,DSKPB1F,DSKPB2M,DSKPB2F,DSKPF1M,DSKPF1F,DSKPF2M,DSKPF2F,DSKLOGAR,DSKLOGBR,DSKADRAR,DSKADRBR,DSKTIDAR,DSKTIDBR,TX01,DMINNAR,DMINNAF,DMINNAX,EYS01,EYS02,EYS03,EYS04,EYS05,EYS06,EYS07,EYS08,EYS09,EYS10,EYS11,EYS12,EYS13,EYS14,EYS15,EYS16,EYS17,EYS18,EYS19,EYS20,IDNL,IDBL,IDFORML,IDNA,IDMIP,IDOR1,IDOR13,IDOR45,IDS2D,IDS3D,IDPSIF1,IDPBOK1,IDPFIG1,IDBLFR,IDSK,IDMINNA,IEYS
SVA1532003,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\RNQB621.ATSPF,1979.0,Man,Okänd,Annat,42249.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,17.0,10.0,,,,,,,,,24.0,24.0,10.0,5.0,1.0,14.0,,,,5.0,8.0,0.0,1.0,2.0,27.0,0.0,2.0,28.0,,,,,,,8.0,2.0,0.0,10.0,6.0,0.0,80.0,14.0,60.0,5.0,51.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282757999912999999999999999999999999999999X,,,X4283178244148772688128885588226876777777318831660000000000000000000000000000000000210029005600970029005300580093005100360075014700330024010001910027013100730062007101080046011600500077005000610060006300390024005900250029002400900095002300220029005000300059005800880024002800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000323276500028012860400832765327653276532765327653276532765327653276532765327653276532765X,,X414513312413200000000000000000662666626666666666666666566666666666463666666666666666666666X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010010000001000000001000000888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422341332334211300000000000000X,X0101011001010100100101001001010001100110001000010101001110110111010010111011101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011000011110010010101101010011010011100011011001110110000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X1111010010000111110011100101110101101110110011010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1522004,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\GGYO452.ATSPF,1990.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,42236.0,lonpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVA1522003,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\MAJW696.ATSPF,1990.0,Man,"1 Särskola, hjälpklass, ej avslutad grundskola",Svenska/Danska/Norska,42173.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,14.0,0.0,42.0,,,,,4.0,16.0,0.0,46.0,43.0,10.0,34.0,4.0,14.0,0.0,,,,2.0,24.0,0.0,10.0,20.0,0.0,7.0,23.0,0.0,,,,,,,6.0,7.0,1.0,12.0,5.0,0.0,64.0,0.0,60.0,2.0,79.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282763146716124346377438467854261634413146X,,X78265867615728731243372472286734282371840000000000X,X4263172544158574788828265454224664465356318231787574700000000000000000000000000000190017001900350034004700200049001800280019010800750061003000280032002600230076002400430026004000450051008300910050006600340148004500510018013200520038005600280039002400960081003601000108007200470039014801610039000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000340000800022011860400801016001100005800047004500090001515001480006001040003250000000000X,,X434254343443311245353114430000222413234444423414354521444524532355234435124523345244223234X,,X0010000000000000000000001000000000000000000000010000000001000000000000000000010099999999999999990000100000000000000000000010000000000000001001000000100010000000000000100000000100000000001000010010010000000000000010000010000088888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422443121441214420000000000000X,X0101010101010110111101011100011101111110001100110101001110110101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011000011111010110101101010011010011101011011100110110100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101111101101110100101010111100101111001011001101010101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1522002,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\WXEE201.ATSPF,1990.0,Kvinna,Okänd,Svenska/Danska/Norska,42149.0,E.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,0.0,33.0,,,,,,,,,40.0,17.0,25.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,14.0,3.0,0.0,7.0,8.0,0.0,105.0,1.0,95.0,2.0,86.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762845416781812562521137554000000000000X,,,X4263172244148573788728364473224563477155318131726572785740000000000000000000000000190031001800400027003900510096002800560054007000440057003500550028004400330034004500350064007000270051003000370074005700880017002800950059004601500098005800160017003401090037003600650061003900580091003100570060004500490045005100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000223276500023012860401801116327650003600046327653276500000000000000000000000000000000000X,,,,X0010000000000000000000001000000000000100000000000000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000100000000000100100000000100000100010000000000010000000000010000001010000000000000000000100100010000000010100088888888888888888888888888888888888888888888888888888888888888888888888888888888X,X412413221332214000000000000000X,X0101010101010110101101011100011101111110001100110101001110110111010010111011101111001110010110001011010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011100011011100110110100110111010011011011111010111101001010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110100101010111100101111000001001101011001011001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1522001,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\MQZX186.ATSPF,1980.0,Man,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Svenska/Danska/Norska,42118.0,Jarem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,10.0,24.0,,,,,,,,,38.0,12.0,22.0,10.0,7.0,3.0,,,,13.0,7.0,1.0,10.0,6.0,9.0,7.0,8.0,11.0,,,,,,,13.0,0.0,0.0,14.0,1.0,0.0,130.0,1.0,88.0,4.0,95.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762999916997499379984997854641299999999X,,,X4263182544158572788628265421222564445325318731787500000000000000000000000000000000220021001900370017002300370312001500170034007700290021002700560021001900350089003900310031012400480025003800800041002600200140002600320025005900450019003501860021002000730203004000260096009700520034000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000600023012860400832765327650003600047327650090001525001580006001040004000000006666X,,X421346334454514413514000000000262416256415116662554636600000435356156662612666665516110000X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000100000000000100100000000100000100010000000000888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321441211000000000000000X,X0101010101010110111101011100011101111110001100110101001110110111010010111011101111001110010110001011110111010111011000011111000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010010101101010011010011101011011101110110100110110110011011011111010110101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110100101010111100101111001011001101001101001111100101100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1512010,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\QJZB611.ATSPF,1991.0,Man,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,42075.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,7.0,10.0,,,,,,,,,28.0,6.0,23.0,4.0,1.0,4.0,,,,2.0,10.0,0.0,8.0,4.0,5.0,3.0,5.0,7.0,,,,,,,8.0,7.0,0.0,18.0,0.0,2.0,79.0,0.0,100.0,2.0,95.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762994199999999379999000000000000000000X,,,X4263172244188572788428465481223364000000000000000000000000000000000000000000000000260023003201050024006200300076001700220023035300330104005800320038004800720434004900250271007300580029032001370039011600490078003800370000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000323276500023012883276532765327650000000000000000000000000000000000000000000000000000000X,,X451514254235000000000000000000262412634665414610000000000000266126254665616000000000000000X,,X0010000000000000000000001000000000000100000000000000000001000000010000000000000000000000000000100000100000000000000000000010000000000000001010000000000110000000000001010000000010000001000000000100000000000001000010100000000000001010000000008888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321431219922220000000000X,X0101010101010110111101011100011101111110001100110101001110110111010010111010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110111100110111010011011111111010111101001010100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100000000101101110100101010111100101111001011001101011101001011100101000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1512007,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\JDJF007.ATSPF,1980.0,Kvinna,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Svenska/Danska/Norska,42052.0,jarem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.0,18.0,,,,,,,,,49.0,3.0,44.0,7.0,1.0,1.0,,,,21.0,1.0,0.0,14.0,4.0,12.0,17.0,8.0,5.0,,,,,,,10.0,2.0,1.0,11.0,1.0,0.0,75.0,0.0,70.0,2.0,52.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416657143000000000000000000000000X,,,X4263172544188572788628465451224764427358318431787571000000000000000000000000000000180024001900380026003200240045001900210022004900270039002200720029002700590049004500270028004900640069003201410032002900270183002600300032023500340030013902440023001800840025004400310039003000450019024101470000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000900018012860400801296327650000000000000000000000000000000000000000000000000000000X,,X421343322314522423524400000000262512211445416666242456666666335353151322233655136566415226X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010009999999999999999000001000010000000000001100000000100010000000000888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422332321431000000000000000000X,X0101010101010110111101011100011101111110001100110101001110110111010010111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011000011111010110101101010011010011101011011101110110100100111010011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110100101010111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1512005,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\BBEO945.ATSPF,1980.0,Man,"1 Särskola, hjälpklass, ej avslutad grundskola",Svenska/Danska/Norska,42033.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,11.0,26.0,,,,,,,,,30.0,42.0,17.0,1.0,3.0,16.0,,,,10.0,20.0,0.0,11.0,19.0,0.0,6.0,24.0,0.0,,,,,,,12.0,5.0,0.0,16.0,4.0,0.0,110.0,7.0,100.0,0.0,119.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X672799999982991814369987999971679984999999X,,,X4263175244488574788828555355213466447344313332555233754455334432533348230000000000130027001900480016002600370054003000330096009200270032004500340036002601060042004600420032001100580087003700130062003800940023007400200027001600920028008400160031001800220012005900270022002301030043002700130063004300150011006800730038001200720023002200150116001600100008002800560034001300000000000000000000000000000000X,X0000600007000303276500022327653276532765327653276532765327653276532765327653276532765327653276532765X,,X451312342343555412512311441544212412452443434152354132553225233525533541133431321412331341X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010001000001000000010000000000101000000000000100000000100000100000000000001000010100000000000001010000000000000000000100100010000100000010088888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422322121421211422210000000000X,X0101010101010110101101011101011101010110000100110101011110110111010010111011101111001110011110001011010110000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110110100110111010011011011111010111101001010100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110000001110100101010111100101111001011001101011101101111100101100100101111101010100000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1512002,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\MOVA384.ATSPF,1980.0,Kvinna,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,42017.0,jarem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,8.0,21.0,,,,,,,,,28.0,3.0,15.0,7.0,4.0,2.0,,,,,,,,,,,,,,,,,,,15.0,1.0,0.0,17.0,1.0,0.0,124.0,3.0,88.0,1.0,85.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762839916999999379999273854649999000000X,,,X4263172244188572788428465455224000000000000000000000000000000000000000000000000000200029003901870037004600700090002700420034013400560051007600590100013902640113010600290261006100960139010001800070004601820000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000900023012860401232765001500004200047327650090000000000000000000000000000000000000X,,,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000101000000000000100000000100000100010000000000001000000000010000001010000000000000000000100100888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321431214422000000000000X,X0101010101010110111101011100010001111010001100110101001110110111010010111011101111001110010110001011010111010111011000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011100011011101110110100110111010011011011111010111101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111010111100101110101101110100101010111100101111001011001101001101101111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1512001,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\QMWL338.ATSPF,1972.0,Kvinna,Okänd,Annat,42016.0,jarem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,9.0,,,,,,,,,27.0,12.0,18.0,3.0,10.0,0.0,,,,,,,,,,,,,,,,,,,6.0,12.0,0.0,5.0,8.0,0.0,105.0,16.0,78.0,7.0,73.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762810000000000000000000000000000000000X,,,X4263132342138472788828465452224465417610000000000000000000000000000000000000000000290029009500320032002200270053002300280068005200490042003200380087009101030034004100540158006900460058034601160044006202040063005400350112006400900052029000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700009000120001000023012860001200100002000001700034004500080000000000000000000000000000000000000X,,,,X0010000000000000000000001000000000000000000000010000000010000000001000000000000000000000000000100000000000000001000000000010000000110000000000001000000000000001000100000000000100110000000000000010010000000000011000000000000001100000000000000000000000010100001000100000010000100000001000018888888888888888888888888888888888888888888888888888888888888888X,X441243111134200000000000000000X,X0101010000010110101101011000011001111110001100110101001110010101010010111000001100001110000110000101010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011011000110001001010011010001101011001100110110100110111010011011010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0110010000100011110111100001010101101110100101010110100101101011011000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1424008,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\ZIPN414.ATSPF,1995.0,Kvinna,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,41990.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,9.0,,,,,,,,,25.0,11.0,9.0,4.0,0.0,3.0,,,,,,,,,,,,,,,,,,,4.0,5.0,3.0,6.0,1.0,0.0,56.0,3.0,63.0,0.0,60.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762830000000000000000000000000000000000X,,,X4262132144138772788628265462223564420000000000000000000000000000000000000000000000220025003001020028005000350080004601000028010400750064004800880040006501090279006900520081005400890081029601450103004000450056004501550173004400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000323276500023327653276500000000000000000000000000000000000000000000000000000000000000000X,,,,X0000000000000100999999999999999900000100000000000000000001000000999999999999999900000000000000100000100000000000000000000010000000000000011000009999999999999999000000000010000100000001100000008888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422322300000000000000000000000X,X0101010101010110101101011100010001111110001100110101001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110110100110110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0110010000100011110110100101110101101110100101000011010001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1424006,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\EBYT561.ATSPF,1980.0,Kvinna,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Svenska/Danska/Norska,41982.0,jarem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,6.0,22.0,,,,,,,,,31.0,5.0,27.0,8.0,5.0,6.0,,,,,,,,,,,,,,,,,,,6.0,12.0,0.0,8.0,2.0,0.0,105.0,2.0,78.0,2.0,75.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762999916992687379984287854999900000000X,,,X4263172544158572788628265454222164460000000000000000000000000000000000000000000000260023002500780023006000390076002100190026037600300079002901360029002900280369004600250037007001210028002306730027002000260129009400270019004800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000900023327650400832765000500003900047006903276532765327650006032765005400160400000X,,,,X0000000000000100000000000000001000000100000000000000000001000000010000000000000000000000100000000000100000000000000100000000000000000000011000000000000110000000000100000000000100000001100000000100010000000000001000000000010001100000000000000000001000000100010000100000010001010000000000018888888888888888888888888888888888888888888888888888888888888888X,X422222321400000000000000000000X,X0101010101010110111101011100010101111110001100110101001110110111010010111011101111001110010110001010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011100110110100110111010011011111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111010111100101110101101110100101010111100101111001011001101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1424005,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\TYIR388.ATSPF,1980.0,Man,Okänd,Annat,41974.0,jarem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,21.0,1.0,5.0,1.0,39.0,10.0,50.0,8.0,18.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998888888888888888X,X921131400000000000000000000000X,X0101000000000111111001011100010000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011000011011000010101100000011010011001011001101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0010000001100001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1424003,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\HRSF619.ATSPF,1964.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,41935.0,Pär Lönner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.0,3.0,23.0,,,,,,,,,42.0,15.0,34.0,6.0,7.0,1.0,,,,,,,,,,,,,,,,,,,10.0,1.0,0.0,13.0,2.0,0.0,85.0,1.0,54.0,0.0,77.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X285367839916627185369984239900000000000000X,,,X4263132144138572788428365455224366427351318831737574785340000000000000000000000000250024003000390028002600420040002200180044006500630043004800280022002500330062003700340041005400440027009000490039002100340051003900530025004100460061007200680024004601350064005200830041003900420100018500490060006701460069003500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000240000900028012860400801286000130003800037003703276501445000000000000000000000000000000X,,,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000000011000001000000010000000000100000000000188888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422344321441211000000000000000X,X0101010101010110111101011100011101111110011100110101001110110111010010111011101100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100001110101101110100101010111100101111001011001101010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
