TP,TC,PC,USERNAME,FILENAME,BIRTHYR,SEX,EDLEVEL,MATLANG,TESTDAY,TESTL,REFTEXT,FEEDB,PROTNOTE,PERSNOTE,NLR,NLF,NLX,BLR,BLF,BLX,FORMLR,FORMLF,FORMLX,NAR,NAF,NAX,MIPR,MIPF,MIPX,OR1R,OR1F,OR1X,OR2R,OR2F,OR2X,OR3R,OR3F,OR3X,OR4R,OR4F,OR4X,OR5R,OR5F,OR5X,S2DR,S2DF,S2DX,S3DR,S3DF,S3DX,PSIF1M,PSIF1F,PBOK1M,PBOK1F,PFIG1M,PFIG1F,BLFRR,SKPSM,SKPSF,SKPBM,SKPBF,SKPFM,SKPFF,SKLJR,SKLJF,MINNAR,MINNAF,MINNAX,ASSR,OFR,OFF,DNLR,DNLF,DNLX,DNLT,DBLR,DBLF,DBLX,DBLT,DFORMLR,DFORMLF,DFORMLX,DFORMLT,DNAR,DNAF,DNAX,DMIPR,DMIPF,DMIPX,DORE1R,DORE1F,DORE1X,DOR1R,DOR1F,DOR1X,DOR2R,DOR2F,DOR2X,DOR3R,DOR3F,DOR3X,DOR4R,DOR4F,DOR4X,DOR5R,DOR5F,DOR5X,DS2DR,DS2DF,DS2DX,DS3DR,DS3DF,DS3DX,DPSIF1M,DPSIF1F,DPBOK1M,DPBOK1F,DPFIG1M,DPFIG1F,DBLFRR,DSKPS1M,DSKPS1F,DSKPS2M,DSKPS2F,DSKPB1M,DSKPB1F,DSKPB2M,DSKPB2F,DSKPF1M,DSKPF1F,DSKPF2M,DSKPF2F,DSKLOGAR,DSKLOGBR,DSKADRAR,DSKADRBR,DSKTIDAR,DSKTIDBR,TX01,DMINNAR,DMINNAF,DMINNAX,EYS01,EYS02,EYS03,EYS04,EYS05,EYS06,EYS07,EYS08,EYS09,EYS10,EYS11,EYS12,EYS13,EYS14,EYS15,EYS16,EYS17,EYS18,EYS19,EYS20,IDNL,IDBL,IDFORML,IDNA,IDMIP,IDOR1,IDOR13,IDOR45,IDS2D,IDS3D,IDPSIF1,IDPBOK1,IDPFIG1,IDBLFR,IDSK,IDMINNA,IEYS
SVA1531003,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\RJAN952.ATSPF,1966.0,Kvinna,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,42242.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,8.0,,,,,,,,,18.0,5.0,4.0,2.0,4.0,0.0,,,,2.0,1.0,1.0,7.0,1.0,1.0,2.0,3.0,4.0,,,,,,,7.0,3.0,0.0,3.0,5.0,0.0,35.0,0.0,45.0,2.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X686767510000000000000000000000000000000000X,,,X4263133544188582788828300000000000000000000000000000000000000000000000000000000000360083004601180036007901460260004501000086019300590054012300870085029601990273007600890387000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700009000160004400028012860000000000000000000000000000000000000000000000000000000000000000000000X,,X021500000000000000000000000000232410212000000000000000000000646150201000000000000000000000X,,X0010000000000000000000001000000000000000100000000000000001000000010000000000000000000000000000100000100000000000000100000000000000010000000001001000000010000000888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X444143310000000000000000000000X,X0101010101010110111101011100011101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X1011100111111010110101101010011010011101010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1431007,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\DQEE366.ATSPF,1957.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,41884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,6.0,,,,,,,,,12.0,11.0,3.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,1.0,2.0,0.0,30.0,0.0,20.0,2.0,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X145341000000000000000000000000000000000000X,,,X4267154744168684784728100000000000000000000000000000000000000000000000000000000000620130009302130059012800770180006401060122023700840103010002370047017201420206005600990100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,X0010000000000000000100000000000000000000100000000000000001000000888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X413000000000000000000000000000X,X0101010101010110111101011100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011110000110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1421006,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\HIXQ502.ATSPF,1973.0,Kvinna,5 Avslutade universitets- eller högskolestudier (med examen).,Svenska/Danska/Norska,41813.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,2.0,0.0,36.0,,,,,,,,,62.0,0.0,55.0,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,0.0,17.0,0.0,1.0,90.0,0.0,129.0,4.0,110.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416657182374384237354646512000000X,,,X4263172544188572788628465453224764467358318431787572786645427300000000000000000000200015001600340016002500160026001400160017006400210022002000270027002300140137003300190060002600340016001903200025001800310158001300210017005200250019001901330021002200440019002200190034003200260020003003090024002700360039003300330051007600830109000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000100000000000100100000000100000100010000000000001000000000010000001010000000000000000000100100888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321491211422000000000000X,X0101010101010110111101011100011101111110001100110101001110110111010010111011101111001110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0010100011111010110101001010011010001101011011101110110100110111010011011011111010111101001000100011111101011001101110011010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100001110101101110100101010111100101111001011001101011101100111100101100100101111101010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1611004,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\LXPA563.ATSPF,1989.0,Kvinna,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,42418.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.0,20.0,,,,,,,,,31.0,16.0,19.0,7.0,4.0,0.0,,,,15.0,7.0,0.0,11.0,13.0,0.0,10.0,12.0,0.0,,,,,,,7.0,5.0,0.0,10.0,6.0,0.0,64.0,6.0,69.0,4.0,79.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X285357614882675814130000000000000000000000X,,,X4261132544138572788638155576225354417351316831700000000000000000000000000000000000220022003800830028003900340053002500610057005500570079005000460036014100600057005400400075006700970038014900520049004700650053003401080053006300660049005900560025003901760093004900920096000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000420000800023012860400801296000900003800086000000000000000000000000000000000000000000000X,,X431343332414114221524400000000215412251315153123254343000000135325554451533534431500000000X,,X0100000000000000000000000001000000000000000000010000000001000000001000000000000000000000000000100000100000000000000000000010000001010000000000001000000010000000000100000000000101000000000100008888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X442312321444221300000000000000X,X0101010001010110101101010100010101111110001100110111000110110111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101001010011000011101011011100110110100010111000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X1111010010100010010110000001000001101110110111010111100001111011101001000011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1531006,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\MRNM547.ATSPF,1973.0,Man,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,42249.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,1.0,25.0,,,,,,,,,58.0,3.0,52.0,12.0,1.0,2.0,,,,25.0,4.0,0.0,22.0,7.0,0.0,27.0,3.0,0.0,,,,,,,11.0,0.0,1.0,15.0,1.0,0.0,93.0,0.0,86.0,0.0,80.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282767835416657199374384230000000000000000X,,,X4263172544158572788628465453224764467355318431787577786645427000000000000000000000150020001800330025002400230022001700230024007500240024002400550023004200260071004900250023002100190019001901730023002300160199003200350024015600590023003302700017006000530034002200180031005700330023014000070041003200810065002500360049006900810000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000323276500023012860040601296327650003800047006900082501525001580000000000000000000000000X,,X421343322154523423524435525150232412252441411212542152435150335323251322233454225542123545X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000999999999999999900100000000100008888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321431411400000000000000X,X0101010101010110111101011100011101111110001100110101001110110111010010111011101111001110010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110110100110111010011011011111010111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110100101010011100101111001011001101011101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1531002,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\WQLU109.ATSPF,1968.0,Kvinna,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Svenska/Danska/Norska,42236.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,0.0,19.0,,,,,,,,,30.0,8.0,23.0,5.0,2.0,2.0,,,,17.0,0.0,0.0,13.0,3.0,0.0,23.0,1.0,0.0,,,,,,,10.0,1.0,1.0,11.0,2.0,0.0,44.0,3.0,60.0,1.0,60.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762833816157300000000000000000000000000X,,,X4263172246158572788628166456224764457200000000000000000000000000000000000000000000290031003501150033005600360101006100710061006600560062003900320054007600400066005100520053009800450121018301140066007900650337009800660056007901330082000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000323276500023012920400801269327650000000000000000000000000000000000000000000000000000000X,,X421343322314524420000000000000232412252541411400000000000000335323251322232454235542000000X,,X0000000000000100000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000999999999999999900100000000100008888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342221432200000000000000000X,X0101000011010110111101011100011101111110001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101100110100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110100101010111100101110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1421007,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\DLJL967.ATSPF,1990.0,Kvinna,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,41815.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,3.0,24.0,,,,,,,,,36.0,6.0,23.0,,,,,,,,,,,,,,,,,,,,,,11.0,5.0,3.0,21.0,2.0,0.0,135.0,5.0,110.0,7.0,126.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X285362998486997154377187159964000000000000X,,,X4263172544178572788228165453224364427352310000000000000000000000000000000000000000160030002300570018007200250153003900390034008400240049002200420068003100700063005000390080019700420034015600980066001701000125006800400051011301240049007701380035004100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010010000001000000010000000000100000000000199999999999999990100000000000001001000000000010000100000000001009999999999999999011000100000000099999999999999990110000000000100888888888888888888888888888888888888888888888888X,X422332421431211422223310000000X,X0101010000010110111100011101011101111110001100110101001110110111010010111011101111001110010110001011010111010111011000011101010011110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011011010110100001010011010011100011011101110111100110111010011011011111010111101001000100011111101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0110010010100111110110100101100101101010100101010111000101111001011001101011101101111100101100100101011100110100111010100101110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1531005,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\YLWR027.ATSPF,1995.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,42244.0,lonpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,9.0,18.0,5.0,4.0,5.0,,,,11.0,9.0,1.0,5.0,19.0,0.0,4.0,18.0,2.0,,,,,,,12.0,3.0,1.0,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X4263172544138574788428455451224666447758310000000000000000000000000000000000000000170018002300470023008300180056002900350025005000490059003800690058013101060083005900500134008400420074017800560038004001890050003800270069005700700042046100300028003400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000273276500023012860400832765327650003600033327653276501325000000000000000000000000000000X,,X411544316315214425554000000000325413155344112415421121000000131142133612243261111125000000X,,X0010000000000000000000001000000000000000000000010000000001000000001000000000000000000000000000100000100000000000000000000010000099999999999999991000000010000000000100000000000100100000000100000000000000000101001000000000010000001010000000000010000000100000888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,,X0101010101010110111101011100011101111110001100110101001110110111010010111011101111001110010110001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,,
SVA1341001,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\RKWN866.ATSPF,1980.0,Kvinna,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Svenska/Danska/Norska,41590.0,Elisabetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVA1341002,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\UBGA063.ATSPF,1990.0,Kvinna,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,41604.0,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,6.0,109.0,2.0,129.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X0101010101010110111101011100011100111100001100110101011110110111010010111011101111001110011110001011110111010111011000010111010011110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110110100110111010111011011111010111101001010110011111100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100011010111100101110101111110100101000111100101111001011001101011101101111100101100100101111101110100111010100101110110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1341003,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\OACT450.ATSPF,1980.0,Man,Okänd,Svenska/Danska/Norska,41611.0,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,0.0,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X0101010101010110111101011100011101111110001100110101001110110111010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,
SVA1411001,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\EMCX572.ATSPF,1980.0,Kvinna,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Annat,41669.0,Jarem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVA1411002,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\VQLJ153.ATSPF,1986.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,41676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,16.0,1.0,49.0,,,,,,,,,32.0,22.0,15.0,,,,,,,,,,,,,,,,,,,,,,10.0,11.0,0.0,15.0,3.0,0.0,100.0,10.0,76.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X672763421816645699367186427854267537463513X,,,X4263132544158774728828254455323666457746318431746553780000000000000000000000000000140021002900340022006600200050002900680022005600440126001900190043008800850054006000300042003000380056003400470052005900290074002400280020009800500079004600380018002100910026006000360095006300460066043500400039003600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,X0010000000000000000000001000000000000100000000000000000001000000010000000000000000000000000000100000000000001000000000100000000001000000001000001000000010000000000001000010000000000001100000000000010000000100001000000000010000001010000000000011000000000000000000010100001000000101100000000110000000000100011000000000010000100001100000008888888888888888X,X422341321431231423000000000000X,X0101010101010000111101011001011101111110001110110001001100100111010010111010101111001100010110001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X1011100001100100110110101010011010011100011010111100100100111110110011111011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,
SVA1411003,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\LPCG556.ATSPF,1993.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,41680.0,Maria Ingelsson Sgroi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,13.0,0.0,40.0,,,,,,,,,42.0,15.0,38.0,,,,,,,,,,,,,,,,,,,,,,11.0,7.0,0.0,14.0,3.0,0.0,194.0,34.0,75.0,3.0,100.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X242762832816153865648187151354365116000000X,,,X4261132242138576788628455451224564477357318731777577786740000000000000000000000000180014004300500020001800230106002200590022011700300034002800980027002000520056002200270052011600290031015401690023002601000074001900230064005700320034009700550022002100690085005000500071002900520036004300430049003700830049003800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,X0010000000000000000000001000000000000000000000010000000000001000010000000000000000000000000000100000100000000000000000000010000000001010000000001000000010000000000100000000000100100000000100000000110000000000001000000000010000100000000001000010000000100000001000100100000000000001100000018888888888888888888888888888888888888888888888888888888888888888X,X422324321411211420000000000000X,X0101010001010100100101001100010101000110000100110001001000110011010000100010101010001110000110001011010110010111000000011101010011000011110001101010000100100101010010110101010001000100110101100100000000000000000000000000000000000000000000000000000000X,X0011100011111000110001101010011010011101011011101110110100110111010111000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0110000010100101010110010101010101101110100101010111100101111001011001101011101101111100111100100101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1411004,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\TPYE653.ATSPF,1970.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,41683.0,Maria Ingelsson Sgroi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,2.0,22.0,,,,,,,,,39.0,11.0,34.0,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,15.0,5.0,0.0,100.0,1.0,70.0,6.0,52.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416657115999987000000000000000000X,,,X4267172544168774788728465451224366467748318431757500000000000000000000000000000000210026002100710044003900260123003100420035005900420046002000290031004700390024003200610044021000370034002901650041002700570132002300340020006300880031018300810027001900690243003700360047016100340037000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000100000000000188888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342331331111322240000000000X,X0101010101010110101101011100011101111110001100110101001110110111010010111011101111001110010110000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010010101101010011010010001011011100100100100110111010011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111010111100000000101101110100101010111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1411005,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\WSLO400.ATSPF,1980.0,Man,"1 Särskola, hjälpklass, ej avslutad grundskola",Svenska/Danska/Norska,41687.0,E.J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,7.0,,,,,,,,,9.0,13.0,3.0,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,7.0,1.0,2.0,0.0,47.0,1.0,25.0,7.0,20.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282757990000000000000000000000000000000000X,,,X4484133342148611783528000000000000000000000000000000000000000000000000000000000000330051006201190036005100740099002501410265008800710243036401130091023003910203006000690000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,X0010000000000000000000001000000099999999999999990000000001000000999999999999999999999999999999990000100000000000999999999999999999999999999999999999999999999999999999999999999988888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X411000000000000000000000000000X,X0101010101010110111101001100011101111110001100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0010100011010000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011010010100011110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
